scotland	1	13
yadkin	1	11
iredell	1	11
warren	1	5
167	0	13
181	0	13
172	0	13
178	0	13
168	0	13
171	0	13
183	0	13
173	0	13
182	0	13
180	0	13
169	0	13
175	0	7
174	0	7
170	0	7
176	0	7
177	0	7
179	0	7
davie	1	11
granville	1	5
northampton	1	5
jones	1	8
brunswick	1	13
pamlico	1	5
sampson	1	7
gates	1	5
stanly	1	6
cleveland	1	12
alleghany	1	12
buncombe	1	3
perquimans	1	5
caldwell	1	12
catawba	1	11
chatham	1	4
nash	1	8
anson	1	6
1753	0	12
1773	0	12
1751	0	12
1767	0	12
1804	0	12
1749	0	12
1809	0	12
1793	0	12
1745	0	12
1808	0	12
1805	0	12
1762	0	12
1747	0	12
1770	0	12
1789	0	12
1743	0	12
1792	0	12
1801	0	12
1771	0	12
1790	0	12
1794	0	12
1763	0	12
1774	0	12
1754	0	12
1744	0	12
1769	0	12
1788	0	12
1755	0	12
1766	0	12
1803	0	12
1802	0	12
1800	0	12
1756	0	12
1807	0	12
1764	0	12
1746	0	12
1772	0	12
1750	0	6
1806	0	12
1795	0	12
1752	0	12
1791	0	12
1768	0	12
1748	0	12
1757	0	6
1765	0	6
vance	1	5
edgecombe	1	5
yancey	1	3
cabarrus	1	6
chowan	1	5
carteret	1	7
greene	1	8
clay	1	3
henderson	1	3
halifax	1	5
cumberland	1	13
macon	1	3
montgomery	1	2
lincoln	1	12
dare	1	5
wayne	1	8
2543	0	1
2528	0	1
2510	0	1
2552	0	1
2601	0	1
2511	0	1
2591	0	1
2602	0	1
2554	0	1
2563	0	1
2451	0	1
2478	0	4
2453	0	1
2509	0	1
2494	0	4
2497	0	1
2455	0	4
2548	0	1
2561	0	1
2513	0	1
2426	0	4
2559	0	1
2424	0	1
2425	0	1
2555	0	1
2456	0	1
2432	0	1
2461	0	1
2520	0	1
2600	0	1
2573	0	1
2586	0	1
2564	0	1
2485	0	4
2473	0	1
2531	0	1
2557	0	1
2499	0	1
2588	0	1
2512	0	1
2507	0	1
2466	0	1
2437	0	1
2441	0	1
2587	0	1
2434	0	1
2521	0	1
2483	0	4
2418	0	1
2549	0	1
2550	0	1
2526	0	1
2450	0	4
2537	0	1
2419	0	1
2556	0	1
2592	0	1
2581	0	1
2506	0	1
2589	0	1
2560	0	1
2571	0	1
2562	0	1
2532	0	1
2515	0	1
2523	0	1
2446	0	1
2454	0	4
2480	0	1
2603	0	1
2501	0	4
2551	0	1
2575	0	1
2597	0	1
2505	0	1
2570	0	1
2533	0	1
2565	0	1
2469	0	1
2596	0	1
2502	0	4
2417	0	1
2482	0	4
2465	0	4
2488	0	4
2433	0	1
2583	0	1
2481	0	1
2489	0	4
2546	0	1
2492	0	1
2580	0	1
2452	0	1
2547	0	1
2584	0	1
2530	0	1
2487	0	4
2541	0	1
2518	0	1
2599	0	1
2477	0	4
2435	0	1
2472	0	4
2430	0	1
2436	0	1
2574	0	1
2514	0	1
2598	0	1
2606	0	1
2447	0	1
2429	0	1
2500	0	1
2479	0	4
2605	0	1
2449	0	1
2517	0	1
2542	0	1
2443	0	1
2577	0	1
2474	0	1
2508	0	1
2534	0	1
2495	0	4
2486	0	4
2491	0	1
2459	0	4
2457	0	4
2503	0	1
2421	0	1
2467	0	1
2535	0	1
2463	0	4
2545	0	1
2427	0	1
2540	0	1
2476	0	4
2572	0	1
2527	0	1
2529	0	1
2442	0	1
2416	0	1
2428	0	1
2568	0	1
2420	0	1
2438	0	1
2448	0	1
2470	0	4
2519	0	1
2590	0	1
2462	0	1
2496	0	1
2585	0	1
2604	0	1
2445	0	1
2536	0	1
2593	0	1
2582	0	1
2490	0	1
2444	0	1
2471	0	4
2539	0	1
2524	0	1
2460	0	4
2422	0	1
2475	0	1
2493	0	4
2544	0	1
2458	0	4
2558	0	1
2538	0	1
2579	0	1
2569	0	1
2576	0	1
2594	0	1
2578	0	1
2567	0	1
2525	0	1
2431	0	1
2468	0	4
2595	0	1
2516	0	1
2522	0	1
2566	0	1
2484	0	1
2423	0	1
2464	0	4
2439	0	1
2553	0	1
2440	0	1
2504	0	1
2498	0	1
pender	1	7
lee	1	4
alamance	1	2
polk	1	3
1215	0	2
1220	0	2
1216	0	2
1223	0	2
1231	0	2
1218	0	2
1202	0	2
1226	0	2
1206	0	2
1214	0	2
1232	0	2
1229	0	2
1219	0	2
1217	0	2
1221	0	2
1201	0	2
1225	0	2
1224	0	2
1211	0	2
1212	0	2
1227	0	2
1233	0	2
1205	0	2
1208	0	2
1222	0	2
1240	0	2
1207	0	2
1209	0	2
1203	0	2
1213	0	2
1228	0	2
1236	0	2
1235	0	2
1204	0	2
1238	0	4
1237	0	4
1210	0	4
1234	0	4
1230	0	4
1239	0	4
rockingham	1	9
madison	1	3
beaufort	1	5
953	0	9
974	0	9
912	0	2
978	0	9
941	0	2
909	0	9
915	0	9
921	0	9
813	0	9
821	0	9
820	0	2
952	0	9
824	0	9
951	0	2
812	0	9
816	0	2
946	0	9
904	0	9
903	0	9
906	0	9
949	0	9
923	0	2
878	0	9
836	0	9
908	0	9
858	0	9
980	0	2
888	0	9
950	0	9
846	0	2
931	0	9
843	0	9
970	0	9
894	0	9
830	0	9
900	0	2
886	0	9
969	0	2
965	0	9
895	0	9
890	0	2
823	0	2
924	0	2
932	0	9
958	0	9
899	0	2
929	0	9
844	0	9
884	0	9
889	0	9
963	0	9
933	0	9
926	0	9
819	0	9
913	0	9
939	0	2
845	0	9
945	0	2
841	0	9
880	0	9
934	0	2
891	0	2
896	0	9
922	0	9
948	0	9
825	0	2
977	0	9
893	0	9
960	0	2
877	0	9
857	0	9
975	0	9
940	0	2
961	0	2
943	0	9
852	0	2
848	0	9
855	0	9
902	0	2
847	0	9
818	0	9
876	0	9
959	0	9
955	0	2
851	0	9
976	0	9
936	0	9
973	0	9
853	0	9
967	0	2
881	0	2
937	0	9
817	0	2
838	0	9
944	0	2
835	0	9
910	0	2
914	0	9
972	0	2
957	0	9
822	0	9
814	0	9
928	0	9
879	0	2
873	0	9
954	0	2
856	0	2
842	0	2
850	0	2
917	0	2
829	0	2
968	0	2
887	0	9
828	0	2
956	0	9
892	0	2
930	0	9
905	0	9
849	0	2
840	0	2
981	0	2
833	0	2
911	0	2
831	0	9
919	0	2
826	0	2
907	0	2
854	0	9
964	0	9
839	0	2
979	0	2
920	0	2
901	0	2
938	0	2
927	0	2
882	0	9
942	0	2
872	0	9
827	0	2
898	0	2
916	0	9
935	0	2
918	0	9
885	0	9
815	0	9
966	0	9
834	0	2
962	0	2
837	0	9
875	0	2
897	0	9
883	0	9
832	0	2
982	0	2
925	0	2
971	0	2
947	0	2
874	0	2
cherokee	1	3
alexander	1	11
mitchell	1	3
franklin	1	5
2102	0	12
2103	0	12
2097	0	3
2106	0	3
2099	0	3
2100	0	3
2108	0	12
2104	0	3
2101	0	3
2098	0	3
2110	0	3
2109	0	12
2113	0	3
2112	0	3
2105	0	3
2107	0	12
2111	0	12
duplin	1	7
graham	1	3
rowan	1	11
craven	1	5
mcdowell	1	3
hyde	1	5
pitt	1	8
1666	0	2
1659	0	2
1653	0	2
1631	0	2
1644	0	2
1655	0	2
1671	0	2
1673	0	2
1667	0	2
1640	0	2
1663	0	2
1664	0	2
1639	0	2
1677	0	2
1657	0	2
1633	0	2
1672	0	2
1676	0	2
1642	0	2
1660	0	2
1638	0	2
1654	0	2
1665	0	2
1630	0	2
1643	0	2
1675	0	2
1641	0	2
1670	0	2
1658	0	2
1634	0	2
1652	0	2
1651	0	2
1650	0	2
1632	0	11
1656	0	11
1635	0	11
1636	0	11
1662	0	11
1669	0	11
1637	0	11
1668	0	11
1661	0	11
1606	0	6
1603	0	6
1618	0	6
1604	0	6
1610	0	6
1617	0	6
1608	0	6
1614	0	6
1607	0	6
1616	0	6
1611	0	13
1615	0	13
1609	0	13
1605	0	13
1613	0	13
1612	0	13
new hanover	1	7
jackson	1	3
hertford	1	5
harnett	1	7
washington	1	5
avery	1	12
burke	1	12
2182	0	10
2167	0	6
2120	0	6
2263	0	10
2140	0	10
2179	0	10
2166	0	10
2237	0	6
2177	0	10
2183	0	10
2295	0	10
2117	0	10
2244	0	10
2231	0	10
2133	0	6
2306	0	10
2118	0	10
2279	0	10
2159	0	10
2216	0	6
2137	0	6
2296	0	10
2304	0	10
2262	0	10
2169	0	10
2249	0	10
2221	0	6
2198	0	10
2235	0	10
2268	0	10
2185	0	10
2220	0	10
2202	0	10
2256	0	10
2229	0	10
2129	0	10
2273	0	6
2134	0	10
2156	0	10
2161	0	10
2191	0	10
2208	0	10
2243	0	10
2142	0	10
2212	0	10
2294	0	10
2150	0	10
2241	0	10
2292	0	6
2227	0	10
2194	0	10
2225	0	10
2160	0	10
2181	0	10
2239	0	6
2205	0	10
2126	0	10
2307	0	10
2284	0	10
2132	0	6
2253	0	10
2130	0	10
2250	0	10
2143	0	10
2305	0	10
2114	0	10
2224	0	10
2280	0	10
2281	0	6
2236	0	6
2290	0	10
2154	0	10
2299	0	10
2197	0	10
2141	0	10
2301	0	6
2211	0	10
2139	0	10
2146	0	10
2291	0	6
2288	0	6
2251	0	10
2219	0	10
2213	0	10
2122	0	10
2265	0	10
2255	0	6
2171	0	10
1704	0	10
2217	0	6
2200	0	10
2210	0	10
2271	0	6
2282	0	6
2116	0	10
1705	0	10
2147	0	10
2170	0	10
2259	0	10
2275	0	6
2131	0	10
2195	0	6
2276	0	10
2283	0	10
2300	0	10
2297	0	10
2302	0	10
2190	0	10
2257	0	10
2145	0	10
2124	0	10
2266	0	10
2218	0	10
2119	0	10
2234	0	10
2153	0	10
2233	0	10
2175	0	6
2136	0	6
2240	0	10
2289	0	6
2308	0	10
2246	0	10
2260	0	10
2228	0	10
2215	0	10
