halifax	1	13
1599	0	11
1596	0	11
1595	0	11
1600	0	11
1594	0	11
1601	0	11
1598	0	11
1597	0	4
1602	0	4
lenoir	1	9
stokes	1	12
union	1	6
jones	1	13
moore	1	6
gates	1	13
alexander	1	8
durham	1	7
granville	1	7
greene	1	9
lincoln	1	8
yadkin	1	11
burke	1	8
pamlico	1	13
wilkes	1	11
alleghany	1	11
ashe	1	11
alamance	1	7
1870	0	6
1837	0	6
1867	0	6
1848	0	6
1817	0	6
1856	0	6
1866	0	6
1847	0	6
1851	0	6
1853	0	6
1822	0	6
1871	0	6
1827	0	6
1810	0	6
1814	0	6
1868	0	6
1828	0	6
1821	0	6
1846	0	6
1854	0	6
1825	0	6
1849	0	6
1813	0	6
1816	0	6
1823	0	6
1820	0	6
1829	0	6
1819	0	6
1852	0	6
1865	0	6
1839	0	6
1824	0	6
1840	0	6
1872	0	6
1826	0	6
1869	0	6
1830	0	5
1864	0	5
1855	0	5
1818	0	5
1811	0	5
1815	0	5
1857	0	5
1812	0	5
1850	0	5
1836	0	5
bladen	1	1
caswell	1	7
person	1	7
1288	0	8
1267	0	8
1273	0	8
1276	0	8
1272	0	8
1275	0	8
1268	0	8
1286	0	8
1285	0	8
1270	0	8
1277	0	8
1256	0	8
1278	0	8
1274	0	8
1254	0	8
1255	0	11
1269	0	11
1287	0	11
1271	0	11
1265	0	11
1266	0	11
1258	0	11
1257	0	11
surry	1	11
887	0	2
879	0	2
876	0	2
962	0	12
903	0	2
978	0	2
878	0	2
853	0	2
881	0	2
904	0	2
849	0	12
889	0	2
826	0	2
825	0	2
858	0	2
922	0	12
883	0	2
874	0	2
977	0	2
973	0	2
891	0	2
969	0	12
975	0	12
823	0	2
840	0	2
963	0	2
942	0	12
851	0	2
821	0	2
919	0	2
914	0	12
925	0	12
845	0	2
844	0	2
818	0	2
897	0	2
875	0	2
882	0	2
950	0	2
819	0	12
952	0	12
905	0	2
886	0	2
937	0	2
839	0	2
900	0	12
829	0	2
832	0	2
894	0	2
846	0	2
941	0	2
898	0	2
890	0	2
843	0	2
828	0	12
835	0	2
812	0	2
981	0	2
964	0	2
907	0	2
931	0	2
965	0	2
856	0	2
831	0	2
888	0	2
948	0	2
834	0	2
814	0	2
906	0	2
899	0	2
944	0	12
936	0	2
971	0	2
915	0	2
911	0	12
959	0	2
917	0	2
933	0	12
895	0	2
885	0	2
838	0	2
817	0	2
842	0	2
857	0	12
956	0	12
947	0	2
820	0	12
921	0	2
815	0	2
949	0	2
980	0	12
935	0	2
896	0	2
932	0	2
940	0	12
813	0	12
961	0	12
827	0	2
953	0	12
958	0	2
908	0	2
837	0	2
909	0	2
951	0	12
927	0	2
974	0	2
873	0	2
982	0	2
884	0	2
918	0	2
938	0	2
928	0	2
920	0	2
830	0	12
855	0	2
833	0	2
968	0	2
836	0	2
852	0	12
854	0	2
943	0	2
892	0	12
930	0	2
979	0	2
970	0	2
910	0	2
929	0	2
847	0	2
841	0	2
877	0	2
926	0	2
816	0	2
972	0	2
976	0	12
824	0	2
880	0	2
967	0	12
966	0	2
954	0	12
939	0	2
916	0	2
960	0	2
850	0	12
872	0	2
901	0	12
822	0	2
924	0	12
893	0	12
945	0	12
946	0	12
902	0	12
957	0	12
955	0	12
912	0	12
923	0	12
913	0	12
848	0	12
934	0	12
randolph	1	2
catawba	1	8
yancey	1	4
rowan	1	6
perquimans	1	13
vance	1	7
tyrrell	1	13
henderson	1	4
2572	0	3
2484	0	10
2470	0	3
2433	0	3
2431	0	10
2443	0	3
2577	0	10
2510	0	3
2564	0	10
2531	0	10
2448	0	10
2456	0	3
2594	0	10
2461	0	10
2464	0	3
2444	0	3
2485	0	10
2570	0	3
2450	0	10
2543	0	3
2593	0	10
2524	0	10
2515	0	3
2579	0	10
2472	0	10
2578	0	10
2536	0	10
2479	0	3
2507	0	3
2532	0	10
2449	0	10
2595	0	3
2430	0	10
2600	0	10
2590	0	10
2587	0	10
2509	0	3
2535	0	10
2605	0	10
2487	0	10
2462	0	10
2493	0	10
2435	0	3
2429	0	10
2505	0	3
2558	0	10
2460	0	3
2463	0	3
2546	0	10
2488	0	10
2504	0	3
2466	0	10
2474	0	10
2583	0	10
2517	0	10
2445	0	10
2428	0	10
2566	0	10
2478	0	3
2520	0	10
2454	0	10
2480	0	10
2416	0	3
2477	0	10
2437	0	3
2502	0	10
2575	0	10
2581	0	10
2561	0	3
2501	0	10
2569	0	10
2425	0	3
2467	0	10
2559	0	3
2436	0	3
2592	0	10
2585	0	10
2573	0	3
2496	0	10
2525	0	3
2482	0	10
2512	0	3
2551	0	10
2562	0	3
2603	0	3
2514	0	3
2604	0	10
2556	0	10
2576	0	10
2530	0	10
2489	0	10
2511	0	3
2452	0	10
2557	0	10
2518	0	10
2567	0	10
2541	0	10
2582	0	10
2538	0	10
2458	0	3
2469	0	10
2596	0	3
2602	0	10
2555	0	10
2545	0	10
2465	0	3
2526	0	10
2574	0	3
2447	0	10
2508	0	3
2588	0	10
2523	0	10
2500	0	3
2476	0	10
2554	0	10
2550	0	3
2421	0	10
2549	0	10
2446	0	10
2499	0	3
2486	0	10
2597	0	10
2503	0	3
2441	0	10
2483	0	10
2506	0	3
2599	0	3
2522	0	10
2542	0	10
2528	0	10
2490	0	10
2519	0	10
2419	0	3
2568	0	3
2495	0	10
2442	0	10
2459	0	10
2560	0	3
2606	0	10
2426	0	10
2586	0	10
2533	0	10
2451	0	10
2601	0	10
2457	0	3
2455	0	10
2534	0	10
2468	0	3
2432	0	10
2589	0	10
2481	0	10
2491	0	10
2580	0	10
2598	0	3
2418	0	3
2475	0	10
2584	0	10
2440	0	10
2497	0	10
2539	0	10
2516	0	10
2571	0	3
2527	0	10
2529	0	3
2544	0	3
2473	0	10
2591	0	10
2434	0	10
2547	0	10
2540	0	10
2423	0	3
2513	0	3
2424	0	10
2438	0	3
2548	0	3
2471	0	10
2553	0	10
2439	0	10
2563	0	3
2417	0	3
2494	0	10
2492	0	10
2537	0	10
2422	0	10
2565	0	3
2427	0	3
2453	0	10
2521	0	10
2552	0	10
2420	0	10
2498	0	10
clay	1	4
robeson	1	1
gaston	1	8
2057	0	9
2035	0	9
2052	0	9
2038	0	9
2053	0	9
2031	0	9
2036	0	9
661	0	9
2037	0	9
2054	0	9
2048	0	9
660	0	9
2047	0	9
2058	0	9
2055	0	9
2056	0	9
2032	0	1
2034	0	1
2033	0	1
2025	0	1
haywood	1	4
duplin	1	9
buncombe	1	4
519	0	3
509	0	3
407	0	3
518	0	3
405	0	3
513	0	3
406	0	3
521	0	3
508	0	3
511	0	3
517	0	3
516	0	3
404	0	3
408	0	3
409	0	3
514	0	3
520	0	3
507	0	3
503	0	3
522	0	3
510	0	3
485	0	3
486	0	3
512	0	3
515	0	3
499	0	13
warren	1	7
hoke	1	1
washington	1	13
brunswick	1	1
wilson	1	3
chatham	1	2
hertford	1	13
cherokee	1	4
pitt	1	3
camden	1	13
graham	1	4
iredell	1	11
new hanover	1	9
onslow	1	13
polk	1	4
madison	1	4
anson	1	6
swain	1	4
1279	0	3
1293	0	3
1302	0	3
1280	0	3
1295	0	3
1299	0	3
1281	0	3
1301	0	3
1296	0	3
1294	0	3
1291	0	3
1300	0	3
1298	0	3
1292	0	3
1290	0	3
1297	0	3
1303	0	3
1289	0	7
montgomery	1	6
watauga	1	11
avery	1	11
davie	1	12
cleveland	1	8
bertie	1	13
macon	1	4
stanly	1	6
mcdowell	1	4
cumberland	1	1
2179	0	5
2228	0	5
2221	0	5
2144	0	5
2233	0	11
2180	0	5
2246	0	5
2155	0	5
2156	0	5
2135	0	5
2190	0	5
2181	0	11
2148	0	5
2153	0	11
2281	0	5
2147	0	5
2240	0	5
2141	0	5
2177	0	5
2219	0	5
2284	0	5
2114	0	5
2157	0	5
2225	0	5
2136	0	5
2140	0	5
2270	0	5
2189	0	5
2161	0	11
2187	0	5
2305	0	5
2126	0	5
2291	0	5
2129	0	5
2238	0	5
2169	0	5
2119	0	5
2158	0	5
2166	0	11
2304	0	5
2205	0	5
2209	0	5
2242	0	5
2116	0	5
2231	0	11
2171	0	5
2184	0	5
2308	0	11
2146	0	5
2191	0	5
2301	0	5
2122	0	5
2175	0	5
2167	0	5
2150	0	5
2185	0	5
2137	0	5
2236	0	5
2259	0	5
2261	0	5
2251	0	5
2193	0	5
2276	0	11
2288	0	5
2204	0	5
2168	0	5
2282	0	5
2264	0	11
2196	0	5
2198	0	5
2257	0	11
2293	0	5
2199	0	5
2194	0	5
2164	0	11
2309	0	11
2239	0	5
2217	0	5
2303	0	5
2124	0	5
2255	0	5
2232	0	11
2130	0	5
2176	0	5
2132	0	5
2163	0	11
2272	0	5
2235	0	5
2192	0	5
2127	0	5
2258	0	5
2173	0	5
2197	0	5
2154	0	11
2227	0	5
2283	0	5
2267	0	5
2143	0	5
2226	0	5
2243	0	5
2162	0	11
2234	0	5
2256	0	5
2300	0	5
2224	0	5
2237	0	5
1704	0	11
2289	0	5
2275	0	5
2254	0	5
2306	0	5
2213	0	5
2302	0	11
2208	0	5
2299	0	5
2244	0	5
2220	0	5
2295	0	5
2247	0	11
2252	0	5
2123	0	5
2131	0	5
2174	0	5
2290	0	5
2149	0	5
2207	0	5
2160	0	5
1705	0	11
2229	0	5
2170	0	5
2260	0	5
2142	0	5
2159	0	11
2273	0	5
2245	0	5
2202	0	5
2172	0	5
2250	0	5
2248	0	11
2182	0	11
2292	0	11
2216	0	5
2201	0	5
2121	0	5
2222	0	5
2268	0	5
2134	0	5
2117	0	5
2133	0	5
2165	0	11
2263	0	11
2152	0	11
2287	0	5
2212	0	5
2211	0	11
2223	0	5
2178	0	5
2203	0	5
2266	0	11
2138	0	5
2145	0	5
2200	0	5
2278	0	5
2269	0	5
2253	0	5
2115	0	5
2206	0	5
2214	0	5
2218	0	5
2210	0	11
2230	0	5
2294	0	5
2188	0	5
2262	0	11
2296	0	5
2277	0	11
2249	0	11
2280	0	5
2195	0	5
2279	0	5
2139	0	5
2271	0	5
2183	0	5
2128	0	5
2151	0	5
2186	0	5
2297	0	5
2265	0	11
2298	0	5
2215	0	5
2120	0	5
2274	0	5
2241	0	5
2118	0	5
2307	0	11
orange	1	7
hyde	1	13
rockingham	1	2
edgecombe	1	3
transylvania	1	4
359	0	2
360	0	10
361	0	10
364	0	10
366	0	10
363	0	10
369	0	2
358	0	10
368	0	10
362	0	10
365	0	10
357	0	10
367	0	10
northampton	1	13
lee	1	2
johnston	1	9
columbus	1	1
forsyth	1	12
scotland	1	1
wayne	1	9
jackson	1	4
sampson	1	9
pasquotank	1	13
richmond	1	6
martin	1	13
currituck	1	13
dare	1	13
chowan	1	13
carteret	1	13
rutherford	1	4
beaufort	1	13
davidson	1	12
craven	1	13
